,AP Biology interest (scaled),Biology interest (scaled)
123,0.6610169491525424,0.4933333333333334
124,0.8305084745762712,0.44000000000000006
125,0.15254237288135591,0.14666666666666667
126,0.15254237288135591,0.053333333333333344
127,0.3220338983050847,0.29333333333333333
128,0.4915254237288135,0.68
129,0.6610169491525424,0.6
130,0.4915254237288135,0.45333333333333337
131,0.4915254237288135,0.3466666666666667
132,0.4915254237288135,0.45333333333333337
133,0.4915254237288135,0.4933333333333334
134,0.6610169491525424,0.4666666666666667
135,0.6610169491525424,0.5333333333333333
136,0.8305084745762712,0.44000000000000006
137,0.15254237288135591,0.14666666666666667
138,0.15254237288135591,0.053333333333333344
139,0.3220338983050847,0.29333333333333333
140,0.6610169491525424,0.68
141,0.6610169491525424,0.5866666666666667
142,0.6610169491525424,0.5066666666666667
143,0.4915254237288135,0.3866666666666667
144,0.6610169491525424,0.44000000000000006
145,0.6610169491525424,0.4933333333333334
146,0.6610169491525424,0.42666666666666664
147,0.8305084745762712,0.52
148,0.8305084745762712,0.44000000000000006
149,0.15254237288135591,0.10666666666666663
150,0.15254237288135591,0.0
151,0.3220338983050847,0.2666666666666667
152,0.4915254237288135,0.6266666666666667
153,0.6610169491525424,0.4933333333333334
154,0.4915254237288135,0.41333333333333333
155,0.4915254237288135,0.31999999999999995
156,0.6610169491525424,0.4666666666666667
157,0.6610169491525424,0.52
158,0.6610169491525424,0.52
159,0.8305084745762712,0.5066666666666667
160,0.8305084745762712,0.45333333333333337
161,0.15254237288135591,0.10666666666666663
162,0.15254237288135591,0.013333333333333308
163,0.3220338983050847,0.24
164,0.4915254237288135,0.5733333333333334
165,0.4915254237288135,0.5466666666666666
166,0.4915254237288135,0.4666666666666667
167,0.4915254237288135,0.31999999999999995
168,0.4915254237288135,0.44000000000000006
169,0.6610169491525424,0.48
170,0.6610169491525424,0.41333333333333333
171,0.6610169491525424,0.4933333333333334
172,1.0,0.44000000000000006
173,0.15254237288135591,0.08000000000000002
174,0.15254237288135591,0.0
175,0.3220338983050847,0.2666666666666667
176,0.4915254237288135,0.5466666666666666
177,0.4915254237288135,0.52
178,0.4915254237288135,0.3866666666666667
179,0.4915254237288135,0.29333333333333333
180,0.4915254237288135,0.36
181,0.4915254237288135,0.42666666666666664
182,0.4915254237288135,0.3733333333333333
183,0.6610169491525424,0.42666666666666664
184,0.8305084745762712,0.4
185,0.15254237288135591,0.06666666666666665
186,0.15254237288135591,0.0
187,0.15254237288135591,0.21333333333333337
188,0.4915254237288135,0.5333333333333333
189,0.4915254237288135,0.45333333333333337
190,0.3220338983050847,0.31999999999999995
191,0.3220338983050847,0.21333333333333337
192,0.3220338983050847,0.3466666666666667
193,0.3220338983050847,0.4
194,0.15254237288135591,0.14666666666666667
