,AP EuroHis interest (scaled),EuroHis interest (scaled)
169,0.44999999999999996,0.13978494623655918
170,0.4166666666666667,0.12903225806451613
171,0.5,0.13978494623655918
172,0.9666666666666666,0.21505376344086025
173,0.03333333333333334,0.032258064516129045
174,0.03333333333333334,0.02150537634408603
175,0.15000000000000002,0.06451612903225808
176,0.3,0.12903225806451613
177,0.38333333333333336,0.12903225806451613
178,0.31666666666666665,0.11827956989247314
179,0.31666666666666665,0.09677419354838711
180,0.3666666666666667,0.11827956989247314
181,0.4166666666666667,0.13978494623655918
182,0.4,0.10752688172043011
183,0.5833333333333334,0.13978494623655918
184,0.8166666666666667,0.16129032258064518
185,0.0,0.02150537634408603
186,0.016666666666666663,0.0
187,0.09999999999999999,0.05376344086021505
188,0.26666666666666666,0.12903225806451613
189,0.3,0.12903225806451613
190,0.21666666666666667,0.09677419354838711
191,0.2,0.0860215053763441
192,0.23333333333333334,0.09677419354838711
193,0.26666666666666666,0.11827956989247314
194,0.15000000000000002,0.032258064516129045
