,AP Macro interest (scaled),Macro interest (scaled)
142,0.19230769230769232,0.6184210526315789
143,0.2564102564102564,0.631578947368421
144,0.30769230769230765,0.8552631578947368
145,0.3333333333333333,0.9999999999999999
146,0.3846153846153846,0.8026315789473685
147,0.5128205128205128,0.9473684210526315
148,0.7948717948717948,0.9868421052631579
149,0.03846153846153846,0.13157894736842102
150,0.02564102564102564,0.02631578947368418
151,0.08974358974358973,0.4078947368421052
152,0.20512820512820512,0.7894736842105262
153,0.1794871794871795,0.5789473684210525
154,0.21794871794871795,0.5657894736842105
155,0.24358974358974358,0.5
156,0.30769230769230765,0.8026315789473685
157,0.3205128205128205,0.9078947368421052
158,0.3846153846153846,0.7499999999999999
159,0.5,0.7631578947368421
160,0.8333333333333333,0.8947368421052632
161,0.02564102564102564,0.10526315789473684
162,0.02564102564102564,0.0
163,0.10256410256410256,0.35526315789473684
164,0.20512820512820512,0.6447368421052632
165,0.24358974358974358,0.6052631578947368
166,0.24358974358974358,0.5
167,0.2564102564102564,0.4736842105263158
168,0.2948717948717948,0.7368421052631579
169,0.3205128205128205,0.7368421052631579
170,0.3333333333333333,0.5789473684210525
171,0.47435897435897434,0.7236842105263158
172,0.9999999999999999,0.8552631578947368
173,0.02564102564102564,0.03947368421052633
174,0.02564102564102564,0.0
175,0.08974358974358973,0.26315789473684215
176,0.20512820512820512,0.5789473684210525
177,0.19230769230769232,0.48684210526315785
178,0.20512820512820512,0.32894736842105265
179,0.2564102564102564,0.35526315789473684
180,0.2692307692307692,0.5789473684210525
181,0.2948717948717948,0.6447368421052632
182,0.28205128205128205,0.4736842105263158
183,0.43589743589743585,0.6184210526315789
184,0.8974358974358974,0.7236842105263158
185,0.03846153846153846,0.06578947368421051
186,0.02564102564102564,0.0
187,0.10256410256410256,0.2763157894736842
188,0.19230769230769232,0.5789473684210525
189,0.20512820512820512,0.4605263157894737
190,0.16666666666666666,0.30263157894736836
191,0.1794871794871795,0.30263157894736836
192,0.23076923076923075,0.513157894736842
193,0.2692307692307692,0.5657894736842105
194,0.08974358974358973,0.11842105263157893
