,AP Physics interest (scaled),Physics interest (scaled)
118,0.18367346938775508,0.5063291139240507
119,0.18367346938775508,0.3924050632911392
120,0.38775510204081626,0.49367088607594933
121,0.38775510204081626,0.5569620253164557
122,0.38775510204081626,0.4810126582278481
123,0.5918367346938774,0.5569620253164557
124,0.7959183673469387,0.5189873417721519
125,0.18367346938775508,0.25316455696202533
126,0.0,0.12658227848101267
127,0.18367346938775508,0.30379746835443044
128,0.38775510204081626,0.7468354430379748
129,0.38775510204081626,0.6708860759493671
130,0.18367346938775508,0.5443037974683544
131,0.38775510204081626,0.44303797468354433
132,0.38775510204081626,0.5443037974683544
133,0.38775510204081626,0.6075949367088608
134,0.38775510204081626,0.5443037974683544
135,0.5918367346938774,0.5949367088607596
136,0.5918367346938774,0.5189873417721519
137,0.18367346938775508,0.2405063291139241
138,0.18367346938775508,0.10126582278481017
139,0.18367346938775508,0.2784810126582279
140,0.38775510204081626,0.7341772151898734
141,0.38775510204081626,0.6708860759493671
142,0.38775510204081626,0.5569620253164557
143,0.38775510204081626,0.45569620253164556
144,0.38775510204081626,0.45569620253164556
145,0.38775510204081626,0.5443037974683544
146,0.38775510204081626,0.44303797468354433
147,0.7959183673469387,0.49367088607594933
148,0.5918367346938774,0.430379746835443
149,0.0,0.15189873417721522
150,0.0,0.025316455696202556
151,0.18367346938775508,0.22784810126582278
152,0.38775510204081626,0.5822784810126582
153,0.18367346938775508,0.5063291139240507
154,0.18367346938775508,0.40506329113924056
155,0.38775510204081626,0.31645569620253167
156,0.38775510204081626,0.4177215189873418
157,0.38775510204081626,0.4683544303797469
158,0.38775510204081626,0.4177215189873418
159,0.7959183673469387,0.4177215189873418
160,0.7959183673469387,0.3924050632911392
161,0.0,0.11392405063291139
162,0.18367346938775508,0.025316455696202556
163,0.18367346938775508,0.189873417721519
164,0.38775510204081626,0.49367088607594933
165,0.38775510204081626,0.5063291139240507
166,0.38775510204081626,0.379746835443038
167,0.38775510204081626,0.2911392405063291
168,0.38775510204081626,0.35443037974683544
169,0.38775510204081626,0.3924050632911392
170,0.38775510204081626,0.3291139240506329
171,0.5918367346938774,0.3670886075949368
172,0.9999999999999998,0.379746835443038
173,0.18367346938775508,0.08860759493670889
174,0.0,0.0
175,0.18367346938775508,0.20253164556962028
176,0.38775510204081626,0.4683544303797469
177,0.38775510204081626,0.45569620253164556
178,0.18367346938775508,0.31645569620253167
179,0.38775510204081626,0.25316455696202533
180,0.38775510204081626,0.30379746835443044
181,0.38775510204081626,0.3417721518987342
182,0.38775510204081626,0.2784810126582279
183,0.5918367346938774,0.3291139240506329
184,0.7959183673469387,0.3291139240506329
185,0.0,0.06329113924050633
186,0.18367346938775508,0.0
187,0.18367346938775508,0.1645569620253165
188,0.38775510204081626,0.44303797468354433
189,0.38775510204081626,0.3924050632911392
190,0.18367346938775508,0.2784810126582279
191,0.18367346938775508,0.20253164556962028
192,0.18367346938775508,0.26582278481012656
193,0.38775510204081626,0.30379746835443044
194,0.18367346938775508,0.11392405063291139
